abilities,artist,ancientTrait,attacks,cardmarket,convertedRetreatCost,evolvesFrom,flavorText,hp,id,images,legalities,regulationMark,name,nationalPokedexNumbers,number,rarity,resistances,retreatCost,rules,set,subtypes,supertype,tcgplayer,types,weaknesses
,MAHOU,,"[Attack(name='Icy Snow', cost=['Colorless'], convertedEnergyCost=1, damage='10', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC7', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.57, lowPrice=0.02, trendPrice=0.76, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=6.37, reverseHoloTrend=1.09, lowPriceExPlus=0.02, avg1=1.4, avg7=0.85, avg30=0.54, reverseHoloAvg1=0.3, reverseHoloAvg7=1.13, reverseHoloAvg30=0.61))",1,,"What a delicious-looking snowman! I think I'll sneak a bite. It's OK…no one's looking, right?",50,g1-RC7,"CardImage(small='https://images.pokemontcg.io/g1/RC7.png', large='https://images.pokemontcg.io/g1/RC7_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Snorunt,[361],RC7,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC7', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=1.1, mid=1.53, high=4.0, market=1.55, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Metal', value='×2')]"
,Aya Kusube,,"[Attack(name='Circle Circuit', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='20×', text='This attack does 20 damage times the number of Pokémon on your Bench.'), Attack(name='Thunderbolt', cost=['Lightning', 'Lightning', 'Colorless'], convertedEnergyCost=3, damage='100', text='Discard all Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC9', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=2.35, lowPrice=0.7, trendPrice=1.55, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.0, reverseHoloLow=0.0, reverseHoloTrend=1.0, lowPriceExPlus=0.7, avg1=1.0, avg7=1.26, avg30=2.24, reverseHoloAvg1=1.0, reverseHoloAvg7=0.85, reverseHoloAvg30=0.69))",,Pikachu,"The plan for today is to do nothing. My awesome tail is all curled up, and my ears are tired, too.",90,g1-RC9,"CardImage(small='https://images.pokemontcg.io/g1/RC9.png', large='https://images.pokemontcg.io/g1/RC9_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Raichu,[26],RC9,Common,"[Resistance(type='Metal', value='-20')]",,,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC9', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=4.94, mid=6.63, high=49.99, market=6.54, directLow=6.08), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Lightning'],"[Weakness(type='Fighting', value='×2')]"
"[Ability(name='Drag Along', text=""If this Pokémon is your Active Pokémon and is Knocked Out by damage from an opponent's attack, flip a coin. If heads, the Attacking Pokémon is Knocked Out."", type='Ability')]",Shin Nagasawa,,"[Attack(name='Snowy Drop', cost=['Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='', text=""Put 4 damage counters on your opponent's Pokémon in any way you like."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC8', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.77, lowPrice=0.2, trendPrice=0.76, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.89, reverseHoloLow=0.4, reverseHoloTrend=1.08, lowPriceExPlus=0.3, avg1=1.0, avg7=0.72, avg30=0.72, reverseHoloAvg1=0.25, reverseHoloAvg7=0.85, reverseHoloAvg30=1.11))",2,Snorunt,"Spring is already here, so goodbye…",90,g1-RC8,"CardImage(small='https://images.pokemontcg.io/g1/RC8.png', large='https://images.pokemontcg.io/g1/RC8_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Froslass,[478],RC8,Uncommon,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC8', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.24, mid=1.04, high=999.99, market=1.02, directLow=1.19), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Water'],"[Weakness(type='Metal', value='×2')]"
,kanahei,,"[Attack(name='Rest', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Heal 30 damage from this Pokémon. This Pokémon is now Asleep.'), Attack(name='Pachi', cost=['Lightning'], convertedEnergyCost=1, damage='10+', text='Flip a coin. If heads, this attack does 20 more damage.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC10', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=2.29, lowPrice=0.25, trendPrice=3.92, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=2.37, reverseHoloLow=0.5, reverseHoloTrend=2.71, lowPriceExPlus=0.25, avg1=3.97, avg7=3.29, avg30=2.05, reverseHoloAvg1=0.3, reverseHoloAvg7=2.79, reverseHoloAvg30=2.39))",1,,Crackle…buzz…Dedenne…?! Beep…,60,g1-RC10,"CardImage(small='https://images.pokemontcg.io/g1/RC10.png', large='https://images.pokemontcg.io/g1/RC10_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Dedenne,[702],RC10,Uncommon,"[Resistance(type='Metal', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC10', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=6.68, mid=13.48, high=49.99, market=11.58, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Lightning'],"[Weakness(type='Fighting', value='×2')]"
,kirisAki,,"[Attack(name='Wish', cost=['Psychic'], convertedEnergyCost=1, damage='', text='Search your deck for a card and put it into your hand. Shuffle your deck afterward.'), Attack(name='Heart Sign', cost=['Psychic', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='50', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC13', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=2.21, lowPrice=0.25, trendPrice=1.98, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.35, reverseHoloLow=0.4, reverseHoloTrend=1.15, lowPriceExPlus=1.0, avg1=3.15, avg7=2.73, avg30=2.14, reverseHoloAvg1=0.5, reverseHoloAvg7=1.24, reverseHoloAvg30=1.7))",1,,The twinkle of the stars. The destiny of love. A miracle that grants wishes in the night sky.,70,g1-RC13,"CardImage(small='https://images.pokemontcg.io/g1/RC13.png', large='https://images.pokemontcg.io/g1/RC13_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Jirachi,[385],RC13,Uncommon,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC13', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=4.2, mid=9.0, high=29.99, market=8.99, directLow=29.99), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Psychic'],"[Weakness(type='Psychic', value='×2')]"
"[Ability(name='Bide Barricade', text=""As long as this Pokémon is your Active Pokémon, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Psychic Pokémon)."", type='Ability')]",Yukiko Baba,,"[Attack(name='Psychic Assault', cost=['Psychic', 'Colorless'], convertedEnergyCost=2, damage='10+', text=""This attack does 10 more damage for each damage counter on your opponent's Active Pokémon."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC11', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.45, lowPrice=0.02, trendPrice=0.44, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=1.51, lowPriceExPlus=0.02, avg1=0.43, avg7=0.38, avg30=0.49, reverseHoloAvg1=1.0, reverseHoloAvg7=0.87, reverseHoloAvg30=0.73))",2,,"When she's surrounded by cushions and dressers that I like, she looks just like a princess!",110,g1-RC11,"CardImage(small='https://images.pokemontcg.io/g1/RC11.png', large='https://images.pokemontcg.io/g1/RC11_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Wobbuffet,[202],RC11,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC11', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=1.75, mid=2.49, high=7.0, market=2.3, directLow=3.39), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Psychic'],"[Weakness(type='Psychic', value='×2')]"
,Tomokazu Komiya,,"[Attack(name=""Starvin'"", cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='30', text='Flip a coin. If tails, this attack does nothing.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC12', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.87, lowPrice=0.02, trendPrice=1.27, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.55, lowPriceExPlus=0.02, avg1=0.39, avg7=0.92, avg30=1.04, reverseHoloAvg1=0.3, reverseHoloAvg7=0.32, reverseHoloAvg30=0.26))",2,,"When Mom gets in the kitchen, the happiest things happen. I can feel my mouth watering!",60,g1-RC12,"CardImage(small='https://images.pokemontcg.io/g1/RC12.png', large='https://images.pokemontcg.io/g1/RC12_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Gulpin,[316],RC12,Common,,"['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC12', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=2.5, mid=5.6, high=10.66, market=5.73, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Psychic'],"[Weakness(type='Psychic', value='×2')]"
,sui,,"[Attack(name='Ear Influence', cost=['Psychic'], convertedEnergyCost=1, damage='', text=""Move as many damage counters on your opponent's Pokémon as you like to any of your opponent's other Pokémon in any way you like.""), Attack(name='Psychic', cost=['Psychic', 'Psychic', 'Psychic'], convertedEnergyCost=3, damage='60+', text=""Does 10 more damage for each Energy attached to your opponent's Active Pokémon."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC15', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.7, lowPrice=0.19, trendPrice=0.53, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.08, reverseHoloLow=0.19, reverseHoloTrend=1.06, lowPriceExPlus=0.25, avg1=0.2, avg7=0.46, avg30=0.64, reverseHoloAvg1=0.25, reverseHoloAvg7=1.46, reverseHoloAvg30=0.97))",1,Espurr,Intense silence. Two lamplights. Keep waiting for night to end.,90,g1-RC15,"CardImage(small='https://images.pokemontcg.io/g1/RC15.png', large='https://images.pokemontcg.io/g1/RC15_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Meowstic,[678],RC15,Uncommon,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC15', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=1.45, mid=1.76, high=9.99, market=2.21, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Psychic'],"[Weakness(type='Psychic', value='×2')]"
,Kanako Eo,,"[Attack(name='Twinkle', cost=['Psychic'], convertedEnergyCost=1, damage='', text=""Your opponent's Active Pokémon is now Asleep."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC14', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=1.22, lowPrice=0.15, trendPrice=1.68, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.55, lowPriceExPlus=0.81, avg1=1.4, avg7=1.2, avg30=1.1, reverseHoloAvg1=0.08, reverseHoloAvg7=0.48, reverseHoloAvg30=0.34))",1,,My number one. Exceptionally cute. A little princess.,50,g1-RC14,"CardImage(small='https://images.pokemontcg.io/g1/RC14.png', large='https://images.pokemontcg.io/g1/RC14_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Espurr,[677],RC14,Common,,['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC14', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=15.79, mid=20.97, high=95.0, market=21.6, directLow=26.97), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Psychic'],"[Weakness(type='Psychic', value='×2')]"
,Saya Tsuruta,,"[Attack(name='Oblivion Wing', cost=['Darkness'], convertedEnergyCost=1, damage='30', text='Attach a Darkness Energy card from your discard pile to 1 of your Benched Pokémon.'), Attack(name='Darkness Blade', cost=['Darkness', 'Darkness', 'Colorless'], convertedEnergyCost=3, damage='100', text=""Flip a coin. If tails, this Pokémon can't attack during your next turn."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC16', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.49, lowPrice=0.08, trendPrice=0.41, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.13, reverseHoloLow=0.2, reverseHoloTrend=1.23, lowPriceExPlus=0.1, avg1=0.1, avg7=0.39, avg30=0.74, reverseHoloAvg1=1.99, reverseHoloAvg7=1.49, reverseHoloAvg30=1.0))",2,,Hidden away in its jet-black wings is a red passion.,130,g1-RC16,"CardImage(small='https://images.pokemontcg.io/g1/RC16.png', large='https://images.pokemontcg.io/g1/RC16_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Yveltal,[717],RC16,Uncommon,"[Resistance(type='Fighting', value='-20')]","['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC16', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.15, mid=0.88, high=9.99, market=0.87, directLow=1.81), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Darkness'],"[Weakness(type='Lightning', value='×2')]"
,Saya Tsuruta,,"[Attack(name='Razor Leaf', cost=['Colorless'], convertedEnergyCost=1, damage='10', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC17', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.33, lowPrice=0.08, trendPrice=0.36, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.48, lowPriceExPlus=0.1, avg1=0.1, avg7=0.23, avg30=0.33, reverseHoloAvg1=0.5, reverseHoloAvg7=0.28, reverseHoloAvg30=0.24))",1,,It's OK. No one will take away your flower. You look cute even when you're angry.,40,g1-RC17,"CardImage(small='https://images.pokemontcg.io/g1/RC17.png', large='https://images.pokemontcg.io/g1/RC17_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Flabébé,[669],RC17,Common,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC17', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.5, mid=1.0, high=7.9, market=1.49, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Eske Yoshinob,,"[Attack(name='Petal Blizzard', cost=['Fairy'], convertedEnergyCost=1, damage='', text=""This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""), Attack(name='Razor Leaf', cost=['Fairy', 'Colorless'], convertedEnergyCost=2, damage='30', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC18', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.63, lowPrice=0.08, trendPrice=0.7, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.58, reverseHoloLow=0.1, reverseHoloTrend=0.59, lowPriceExPlus=0.24, avg1=0.49, avg7=0.7, avg30=0.81, reverseHoloAvg1=1.0, reverseHoloAvg7=0.55, reverseHoloAvg30=0.62))",1,Flabébé,The five of us team up to be the Pretty Young Girl Force! We'll show you some beautiful moves!,70,g1-RC18,"CardImage(small='https://images.pokemontcg.io/g1/RC18.png', large='https://images.pokemontcg.io/g1/RC18_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Floette,[670],RC18,Uncommon,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC18', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.4, mid=1.05, high=9.99, market=1.21, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Yuka Morii,,"[Attack(name='Lick Away', cost=['Fairy'], convertedEnergyCost=1, damage='', text='Remove all Special Conditions from this Pokémon.'), Attack(name='Tackle', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='20', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC19', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.72, lowPrice=0.09, trendPrice=0.99, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.03, reverseHoloLow=0.09, reverseHoloTrend=0.95, lowPriceExPlus=0.3, avg1=1.99, avg7=0.95, avg30=0.74, reverseHoloAvg1=0.15, reverseHoloAvg7=1.11, reverseHoloAvg30=1.0))",1,,My fluffy heart makes me feel like a marshmallow. A thrilling macaron full of colorful magic. Everybody's crazy about the taste of candy! ☆,60,g1-RC19,"CardImage(small='https://images.pokemontcg.io/g1/RC19.png', large='https://images.pokemontcg.io/g1/RC19_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Swirlix,[684],RC19,Uncommon,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC19', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=3.09, mid=6.65, high=9.99, market=3.98, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,sui,,"[Attack(name='Dress Up', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='30+', text='If this Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.'), Attack(name='Precious Ribbon', cost=['Fairy', 'Fairy', 'Colorless'], convertedEnergyCost=3, damage='100', text='Move a Fairy Energy from this Pokémon to 1 of your Benched Pokémon. If you do, heal 50 damage from that Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC21', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=25.88, lowPrice=7.85, trendPrice=29.27, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=7.07, lowPriceExPlus=15.0, avg1=41.24, avg7=28.75, avg30=26.69, reverseHoloAvg1=3.99, reverseHoloAvg7=7.23, reverseHoloAvg30=7.12))",2,,,170,g1-RC21,"CardImage(small='https://images.pokemontcg.io/g1/RC21.png', large='https://images.pokemontcg.io/g1/RC21_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Sylveon-EX,[700],RC21,Rare Holo EX,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC21', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=39.45, mid=55.0, high=149.95, market=65.24, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,MAHOU,,"[Attack(name='Lap Up', cost=['Fairy'], convertedEnergyCost=1, damage='', text='Draw 3 cards.'), Attack(name='Fairy Wind', cost=['Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='40', text='')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC20', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.75, lowPrice=0.05, trendPrice=0.71, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.57, reverseHoloLow=0.05, reverseHoloTrend=0.55, lowPriceExPlus=0.15, avg1=0.5, avg7=0.44, avg30=0.67, reverseHoloAvg1=0.1, reverseHoloAvg7=0.31, reverseHoloAvg30=0.59))",2,Swirlix,The cakes Slurpuff makes always look just like that one Pokémon it likes.,90,g1-RC20,"CardImage(small='https://images.pokemontcg.io/g1/RC20.png', large='https://images.pokemontcg.io/g1/RC20_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Slurpuff,[685],RC20,Uncommon,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']",,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC20', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.42, mid=1.32, high=9.99, market=1.3, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
